ID,FIELD
IT\ICCU\MSM\0002084,Gloria. Qui tollis
IT\ICCU\MSM\0002085,Gloria. Domine Deus
IT\ICCU\MSM\0002242,Si ne' tormenti istessi
IT\ICCU\MSM\0002248,Siam passagieri erranti
IT\ICCU\MSM\0002249,Deh parlate che forse tacendo
IT\ICCU\MSM\0002250,Dal gran peso ogni momento
IT\ICCU\MSM\0002251,Entra l'uomo allor che nasce
IT\ICCU\MSM\0002252,A me le sue ritorte
IT\ICCU\MSM\0002253,Sian are i nostri petti
IT\ICCU\MSM\0002416,Svenami ormai crudele
IT\ICCU\MSM\0002417,Fra tanti palpiti
IT\ICCU\MSM\0002418,Fra tanti palpiti
IT\ICCU\MSM\0002429,A TE D'APPRESSO L'ANIMA
IT\ICCU\MSM\0002430,Vano! no cospetto
IT\ICCU\MSM\0002587,Ombra del caro bene
IT\ICCU\MSM\0002602,Andante
IT\ICCU\MSM\0003091,Dov'e? il mio bene
IT\ICCU\MSM\0003097,Et crucifixus
IT\ICCU\MSM\0003429,Ombra temuta e cara
IT\ICCU\MSM\0003588,"Perchè, se tanti siete"
IT\ICCU\MSM\0003589,Numi tiranni non tanto rigor
IT\ICCU\MSM\0003590,Ombre dolenti e pallide
IT\ICCU\MSM\0003726,Credo.
IT\ICCU\MSM\0003738,Rieda la pace in seno
IT\ICCU\MSM\0003741,Tanta pietª mi fate
IT\ICCU\MSM\0003742,Ah mi fa male il core
IT\ICCU\MSM\0003879,Dolce suon mi scendi al core
IT\ICCU\MSM\0001376,"Mercoledì santo, 1."
IT\ICCU\MSM\0001503,Gratias agimus
IT\ICCU\MSM\0001395,Andante
IT\ICCU\MSM\0001508,Iuravit Dominus
IT\ICCU\MSM\0001510,Laudamus
IT\ICCU\MSM\0004244,*Ecco Isabella appressati
IT\ICCU\MSM\0004245,Ah di me signor tu sei
IT\ICCU\MSM\0001927,Sempre teco ognor contenta
IT\ICCU\MSM\0002067,Le faccio un inchino
IT\ICCU\MSM\0002068,Sento in petto un freddo gelo
IT\ICCU\MSM\0002069,Sento ohimè che mi vien male
IT\ICCU\MSM\0002070,"Io ti lascio, perché uniti"
IT\ICCU\MSM\0002071,"Cara, non dubitar"
IT\ICCU\MSM\0002072,Atti 1.e 2.
IT\ICCU\MSM\0002234,arie
IT\ICCU\MSM\0002235,Ah se macchiar quest'anima
IT\ICCU\MSM\0002237,Quell'innocente figlio
IT\ICCU\MSM\0002238,Col tuo braccio ah reggi il freno
IT\ICCU\MSM\0002239,Sollecito! dubbioso! taci!
IT\ICCU\MSM\0002240,"Datti pace, e piu? serena"
IT\ICCU\MSM\0002241,"Madre, amico, ah non piangete"
IT\ICCU\MSM\0002392,*Oh come tardano
IT\ICCU\MSM\0002405,Sono desta oppur traveggo
IT\ICCU\MSM\0002406,Al genitor che t'ama
IT\ICCU\MSM\0002407,Al genitor che t'ama
IT\ICCU\MSM\0002408,Perfida indegna figlia
IT\ICCU\MSM\0002409,Tu l'ami e in cor per lui
IT\ICCU\MSM\0002410,Tu l'ami e in cor per lui
IT\ICCU\MSM\0002411,Dolce fiamma di gloria d'onore
IT\ICCU\MSM\0002412,Frenar vorrei le lagrime
IT\ICCU\MSM\0002420,MI PIZZICA MI STIMOLA
IT\ICCU\MSM\0002422,Taci con quegli accenti
IT\ICCU\MSM\0002577,Non tradirmi in questo istante
IT\ICCU\MSM\0002578,Finche? mie belle siete zitelle
IT\ICCU\MSM\0002579,Son cavaliere e amante
IT\ICCU\MSM\0002758,Andante
IT\ICCU\MSM\0002759,Io son poverina né ricca né bella
IT\ICCU\MSM\0002760,Adagio cantabile
IT\ICCU\MSM\0002761,Finale
IT\ICCU\MSM\0002762,Finale
IT\ICCU\MSM\0002764,Andante
IT\ICCU\MSM\0002772,Introduzione
IT\ICCU\MSM\0002773,"Frau, hier siehe deinen sohn"
IT\ICCU\MSM\0002938,Guardami un poco da capo ai piedi
IT\ICCU\MSM\0003083,Sinfonia ...
IT\ICCU\MSM\0003085,Rendi il consorte amato
IT\ICCU\MSM\0003086,Roma superba del suo vanto antico
IT\ICCU\MSM\0003087,"Non parlar, ti leggo in volto"
IT\ICCU\MSM\0003736,Piano piano mio signore
IT\ICCU\MSM\0003870,La Bretine
IT\ICCU\MSM\0003880,Dolce suon mi scendi al core
IT\ICCU\MSM\0003881,FALSUS EST CHE AMOR SIT
IT\ICCU\MSM\0003882,FALSUS EST CHE AMOR SIT
IT\ICCU\MSM\0003883,"Empio assassino, trema"
IT\ICCU\MSM\0003884,Pensa ch'io serbo in petto
IT\ICCU\MSM\0003885,Senti gran dio tebano
IT\ICCU\MSM\0003886,I sacri acciar brandite
IT\ICCU\MSM\0003888,Perplesso amici errate
IT\ICCU\MSM\0004040,COME VERSAR POTREI
IT\ICCU\MSM\0001504,Gratias agimus
IT\ICCU\MSM\0001607,Inquietudine
IT\ICCU\MSM\0001511,Laudamus
IT\ICCU\MSM\0001512,Laudamus
IT\ICCU\MSM\0001513,Laudamus
IT\ICCU\MSM\0001917,Caro oggetto del mio core
IT\ICCU\MSM\0001918,Mentre Francesco faceva il brodo
IT\ICCU\MSM\0002060,walzer
IT\ICCU\MSM\0002075,Come ti piace imponi
IT\ICCU\MSM\0002393,*Oh come tardano
IT\ICCU\MSM\0002396,*Oh come tardano
IT\ICCU\MSM\0002397,Buona notte Sposo bello
IT\ICCU\MSM\0002398,Che cosa saporita
IT\ICCU\MSM\0002399,Io v'aspetto dimani mattina
IT\ICCU\MSM\0002556,Come frenare il pianto
IT\ICCU\MSM\0002413,Frenar vorrei le lagrime
IT\ICCU\MSM\0002566,Sinfonia ...
IT\ICCU\MSM\0002567,Dunque dirai?...dunque saprai
IT\ICCU\MSM\0002568,Dunque dirai?...dunque saprai
IT\ICCU\MSM\0002569,Parto...ti lascio...oh Dio
IT\ICCU\MSM\0002570,Pietosa a miei lamenti
IT\ICCU\MSM\0002571,Rasserena il mesto ciglio
IT\ICCU\MSM\0002572,Rasserena il mesto ciglio
IT\ICCU\MSM\0002573,Rasserena il mesto ciglio
IT\ICCU\MSM\0002574,dal raggio che purissima
IT\ICCU\MSM\0002575,Figlio mio...non posso
IT\ICCU\MSM\0002576,Non tradirmi in questo istante
IT\ICCU\MSM\0002583,Ah chi sa l'amato bene
IT\ICCU\MSM\0002584,Ah chi sa l'amato bene
IT\ICCU\MSM\0002585,Sinfonia ...
IT\ICCU\MSM\0002586,Rendi il consorte amato
IT\ICCU\MSM\0002745,Io son poverina né ricca né bella
IT\ICCU\MSM\0002746,Adagio cantabile
IT\ICCU\MSM\0002747,Menuetto
IT\ICCU\MSM\0002748,Finale
IT\ICCU\MSM\0002754,Finale
IT\ICCU\MSM\0002755,Andante
IT\ICCU\MSM\0002918,Sinfonia ...
IT\ICCU\MSM\0002919,Sinfonia ...
IT\ICCU\MSM\0002928,Sinfonia
IT\ICCU\MSM\0003088,Pietosa a miei lamenti
IT\ICCU\MSM\0003578,ASTRO SARAMMI IN TENEBRE
IT\ICCU\MSM\0003718,Sinfonia ...
IT\ICCU\MSM\0003720,Credo.
IT\ICCU\MSM\0003875,"Larª, piano, pianissimo"
IT\ICCU\MSM\0003877,Sinfonia
IT\ICCU\MSM\0004041,Sinfonia ...
IT\ICCU\MSM\0004042,Sinfonia ...
IT\ICCU\MSM\0004043,*Nel mirar si vaghi oggetti
IT\ICCU\MSM\0004046,agnus dei
IT\ICCU\MSM\0004047,Ouverture ?
IT\ICCU\MSM\0004199,Chi vuol la bella Rosa
IT\ICCU\MSM\0004200,Sol la gloria in questo cuore
IT\ICCU\MSM\0001766,*Introito
IT\ICCU\MSM\0001767,Introito
IT\ICCU\MSM\0001768,Introito
IT\ICCU\MSM\0002063,Sola sola in buio loco
IT\ICCU\MSM\0002213,Sinfonia ...
IT\ICCU\MSM\0002214,Perdonatemi Se mai
IT\ICCU\MSM\0002216,IO LA VEDO E NON LA VEDO
IT\ICCU\MSM\0002217,IO LA VEDO E NON LA VEDO
IT\ICCU\MSM\0002389,A che mai riduce amore
IT\ICCU\MSM\0002391,Deh vieni amato bene
IT\ICCU\MSM\0002547,Figli miei cari figli
IT\ICCU\MSM\0002557,Per voi frà l'armi intrepido
IT\ICCU\MSM\0002558,Vieni colá t'attendo
IT\ICCU\MSM\0002559,Per pietà deh non lasciarmi
IT\ICCU\MSM\0002560,Per pietà deh non lasciarmi
IT\ICCU\MSM\0002561,Vieni colá t'attendo
IT\ICCU\MSM\0002562,Vieni colá t'attendo
IT\ICCU\MSM\0002564,SE VEZZI SE AMANTI
IT\ICCU\MSM\0002565,SE VEZZI SE AMANTI
IT\ICCU\MSM\0002724,Adagio.; Finale. Allegro
IT\ICCU\MSM\0002744,Andante
IT\ICCU\MSM\0002756,Finale
IT\ICCU\MSM\0003066,Se vostra sposa un giorno
IT\ICCU\MSM\0003067,Tu mi giurasti amor
IT\ICCU\MSM\0003068,Degli augelletti al canto
IT\ICCU\MSM\0003069,Degli augelletti al canto
IT\ICCU\MSM\0003079,Sinfonia
IT\ICCU\MSM\0003080,Sinfonia ...
IT\ICCU\MSM\0003082,Sinfonia ...
IT\ICCU\MSM\0003399,Son felice amato bene
IT\ICCU\MSM\0003400,"Dolce sonno, oblio de'mali"
IT\ICCU\MSM\0003401,Qual gel di morte io sento
IT\ICCU\MSM\0003402,Deh per poco o sposo amato
IT\ICCU\MSM\0003405,Fuga.
IT\ICCU\MSM\0003552,"Sorgi, ah sorgi"
IT\ICCU\MSM\0004193,*Deh! non fuggirmi
IT\ICCU\MSM\0004194,Da quell'istante
IT\ICCU\MSM\0004201,Se a voi stessi io serbo consiglio
IT\ICCU\MSM\0004202,Sinfonia
IT\ICCU\MSM\0004203,Guerra mi fai col pianto
IT\ICCU\MSM\0004204,Sinfonia ...
IT\ICCU\MSM\0004205,QUELL'ARDOR CHE NEL SENO M'AVVAMPA
IT\ICCU\MSM\0004206,QUELL'ARDOR CHE NEL SENO M'AVVAMPA
IT\ICCU\MSM\0004207,Per questo amaro pianto
IT\ICCU\MSM\0004208,"Figlia, pietª mi desti"
IT\ICCU\MSM\0001885,Kyrie
IT\ICCU\MSM\0001886,Introito
IT\ICCU\MSM\0001741,Requiem aeternam
IT\ICCU\MSM\0001745,Kyrie.Gloria
IT\ICCU\MSM\0001746,Introito
IT\ICCU\MSM\0001748,Scherzino
IT\ICCU\MSM\0001765,"Kyrie,*Sanctus,*Agnus Dei"
IT\ICCU\MSM\0001769,Introito
IT\ICCU\MSM\0001770,Kyrie.Gloria
IT\ICCU\MSM\0001772,Introito
IT\ICCU\MSM\0002220,"Parto, ma tu ben mio"
IT\ICCU\MSM\0002221,Deh placatevi con me
IT\ICCU\MSM\0002372,?L' augel che sta sul nido]
IT\ICCU\MSM\0002376,Che veggo oh ciel
IT\ICCU\MSM\0002548,Che al mio bene al mio tesoro
IT\ICCU\MSM\0002549,Che al mio bene al mio tesoro
IT\ICCU\MSM\0002550,Sinfonia ...
IT\ICCU\MSM\0002551,Vo cercando sventurata
IT\ICCU\MSM\0002552,Sinfonia ...
IT\ICCU\MSM\0002553,Sinfonia
IT\ICCU\MSM\0002554,Ah più regger non poss'io
IT\ICCU\MSM\0002555,Ah ah che per me non v'è ne' pace ne' pietà
IT\ICCU\MSM\0002713,Adagio cantabile
IT\ICCU\MSM\0002725,Andante con moto.; Finale
IT\ICCU\MSM\0002733,Andante
IT\ICCU\MSM\0003056,Senza il consorte amato
IT\ICCU\MSM\0003058,Sinfonia ...
IT\ICCU\MSM\0003059,Povero cor tu palpiti
IT\ICCU\MSM\0003060,Son qual gatto
IT\ICCU\MSM\0003210,Sinfonia
IT\ICCU\MSM\0003211,Sinfonia
IT\ICCU\MSM\0003387,walzer
IT\ICCU\MSM\0003388,Sinfonia
IT\ICCU\MSM\0003389,walzer
IT\ICCU\MSM\0003407,Canoni
IT\ICCU\MSM\0003540,Nel mirar quel tuo sembiante
IT\ICCU\MSM\0003541,Fra la speme ed il timore
IT\ICCU\MSM\0003542,"Scorrer, oh Dio, mi sento"
IT\ICCU\MSM\0003543,Fermate non sparate
IT\ICCU\MSM\0003546,Vaga fravola odorosa
IT\ICCU\MSM\0004021,I *cieli immensi narrano
IT\ICCU\MSM\0004023,Paso Doble
IT\ICCU\MSM\0004024,Leise dort zur fernen Laube
IT\ICCU\MSM\0004025,Ouverture ?
IT\ICCU\MSM\0001879,Gavotte et musette
IT\ICCU\MSM\0001882,"Gloria,*Domine Deus"
IT\ICCU\MSM\0001888,Introito
IT\ICCU\MSM\0001889,Introito
IT\ICCU\MSM\0001890,Introito
IT\ICCU\MSM\0001891,Introito
IT\ICCU\MSM\0002033,Che silenzio alcun non vedo
IT\ICCU\MSM\0002540,La sorte mia tiranna
IT\ICCU\MSM\0002542,CARA SU QUESTO CORE
IT\ICCU\MSM\0002543,COME VERSAR POTREI
IT\ICCU\MSM\0002544,Deh pietª clementi Dei
IT\ICCU\MSM\0002545,Il mio caro amato bene
IT\ICCU\MSM\0002714,Finale
IT\ICCU\MSM\0002715,Finale
IT\ICCU\MSM\0002717,Andante
IT\ICCU\MSM\0002718,Sinfonia ...
IT\ICCU\MSM\0002873,Cavatina
IT\ICCU\MSM\0002890,TU NON SAI CHE IN QUESTE PORTE
IT\ICCU\MSM\0002891,Ciel che vedi d'un alma innocente
IT\ICCU\MSM\0003050,Della mia morte o caro
IT\ICCU\MSM\0003051,Della mia morte o caro
IT\ICCU\MSM\0003052,Ma una donna qui vegg'io
IT\ICCU\MSM\0003053,Sol Bacco l'alma rende giuliva
IT\ICCU\MSM\0003054,La vedovella senza marito
IT\ICCU\MSM\0003061,Al pensar che in tua difesa
IT\ICCU\MSM\0003384,Ah mio ben in questo amplesso
IT\ICCU\MSM\0003396,"Se piangi, se peni"
IT\ICCU\MSM\0003397,Nel lasciarla in questo istante
IT\ICCU\MSM\0004003,Amico mio! fuggi tu?
IT\ICCU\MSM\0004179,"Deh, con te con te li prendi"
IT\ICCU\MSM\0004180,Misero pargoletto
IT\ICCU\MSM\0001883,Kyrie
IT\ICCU\MSM\0001884,Kyrie
IT\ICCU\MSM\0002023,Gaia istoria
IT\ICCU\MSM\0002024,Il tuo destino ingrata
IT\ICCU\MSM\0002025,"Questo cor, quest'alma mia"
IT\ICCU\MSM\0002026,"Grazie vi rendo, o Numi"
IT\ICCU\MSM\0002027,Ecco o patria invitta Roma
IT\ICCU\MSM\0002028,Vanne tu più non m'ami
IT\ICCU\MSM\0002029,Mesta canzone!
IT\ICCU\MSM\0002037,Clemente ciel
IT\ICCU\MSM\0002038,Oh che tempo indiavolato
IT\ICCU\MSM\0002039,Quel che piace a mio Marito
IT\ICCU\MSM\0002040,Ah mira è lui
IT\ICCU\MSM\0002041,Ombra Cara ombra adorata
IT\ICCU\MSM\0002183,Ah me felice amante
IT\ICCU\MSM\0002546,*Sposo e padre
IT\ICCU\MSM\0002707,Andante
IT\ICCU\MSM\0002708,Io son poverina né ricca né bella
IT\ICCU\MSM\0003178,Se al caro bene
IT\ICCU\MSM\0003179,Minacci! Ah parti indegno
IT\ICCU\MSM\0003180,Se un cieco amor non moderi
IT\ICCU\MSM\0003055,La vedovella senza marito
IT\ICCU\MSM\0003188,Dono del ciel clemente
IT\ICCU\MSM\0003189,Piaceri dell'anima
IT\ICCU\MSM\0003190,QUESTE PALME E QUESTI ALLORI
IT\ICCU\MSM\0003191,Se padre mi sei
IT\ICCU\MSM\0003192,Or che fra i taciti notturni orrori
IT\ICCU\MSM\0003193,Ah rapita l'alma obblia
IT\ICCU\MSM\0003194,Ah rapita l'alma obblia
IT\ICCU\MSM\0003196,Partiro? ti lascero?
IT\ICCU\MSM\0003197,Vincitor la man ti stendo
IT\ICCU\MSM\0003369,Casta diva
IT\ICCU\MSM\0003370,"Vi ravviso, o luoghi ameni"
IT\ICCU\MSM\0004006,Brani
IT\ICCU\MSM\0004007,Rasserena il mesto ciglio
IT\ICCU\MSM\0004008,"Parto, ti lascio...oh Dio"
IT\ICCU\MSM\0004159,Ouverture
IT\ICCU\MSM\0001861,Introito
IT\ICCU\MSM\0001862,Introito
IT\ICCU\MSM\0001868,"Gloria,*Quoniam"
IT\ICCU\MSM\0002031,Al tempio affrettati
IT\ICCU\MSM\0002032,Io ti perdo padre amato
IT\ICCU\MSM\0002176,Chi mi conduce al giorno
IT\ICCU\MSM\0002177,Giusto Dio che in me tu vedi
IT\ICCU\MSM\0002178,Piango è ver
IT\ICCU\MSM\0002346,Sinfonia ...
IT\ICCU\MSM\0002347,Sinfonia ...
IT\ICCU\MSM\0002868,Non mi destate se un sogno e? questo
IT\ICCU\MSM\0002869,La Carta topografica
IT\ICCU\MSM\0002870,T'amo fu il primo accento
IT\ICCU\MSM\0002871,Romanza *Cavatina
IT\ICCU\MSM\0002872,Mi par che un lungo secolo
IT\ICCU\MSM\0003023,QUELL'ARDOR CHE NEL SENO M'AVVAMPA
IT\ICCU\MSM\0003168,Se torni vincitor
IT\ICCU\MSM\0003172,Passo a due
IT\ICCU\MSM\0003181,"Io ti vidi, t'ammirai"
IT\ICCU\MSM\0003182,"Io ti vidi, t'ammirai"
IT\ICCU\MSM\0003183,"Io ti vidi, t'ammirai"
IT\ICCU\MSM\0003184,Oh che bel giorno e? questo
IT\ICCU\MSM\0003185,Oh che bel giorno e? questo
IT\ICCU\MSM\0003186,Oh che bel giorno e? questo
IT\ICCU\MSM\0003187,Dono del ciel clemente
IT\ICCU\MSM\0003343,In mia man alfin tu sei
IT\ICCU\MSM\0003344,A te o cara amor talora
IT\ICCU\MSM\0003345,Norma viene
IT\ICCU\MSM\0003347,"Deh, con te con te li prendi"
IT\ICCU\MSM\0003354,Sola furtiva al tempio
IT\ICCU\MSM\0003355,"Deh, con te con te li prendi"
IT\ICCU\MSM\0003356,In mia man alfin tu sei
IT\ICCU\MSM\0003357,Qual cor tradisti
IT\ICCU\MSM\0003358,Ite sul colle o Druidi
IT\ICCU\MSM\0003359,Sì fino all'ore estreme
IT\ICCU\MSM\0003360,Casta diva
IT\ICCU\MSM\0003361,Ah bello a me ritorna
IT\ICCU\MSM\0003362,walzer
IT\ICCU\MSM\0003363,Casta diva
IT\ICCU\MSM\0003372,A fosco cielo
IT\ICCU\MSM\0003678,Quando mai per noi l'aurora
IT\ICCU\MSM\0003999,"Mari ignoti, estranee terre"
IT\ICCU\MSM\0004000,Io pur sentii le placide gioie
IT\ICCU\MSM\0004001,Scellerato! lo ravvisi?
IT\ICCU\MSM\0004002,O dolce amico dell'età ridente
IT\ICCU\MSM\0004148,*Che fa egli?
IT\ICCU\MSM\0004149,Quest'acciaro che del sangue
IT\ICCU\MSM\0004151,Si? vinceremo
IT\ICCU\MSM\0004165,Crudel! perchè finora farmi languir così
IT\ICCU\MSM\0004166,Non più andrai farfallone amoroso
IT\ICCU\MSM\0004167,Voi che sapete che cosa è amor
IT\ICCU\MSM\0001853,Introito
IT\ICCU\MSM\0001854,Introito
IT\ICCU\MSM\0001855,Introito
IT\ICCU\MSM\0001856,Introito
IT\ICCU\MSM\0001863,Introito
IT\ICCU\MSM\0001864,Kyrie
IT\ICCU\MSM\0001865,Gloria.Qui tollis
IT\ICCU\MSM\0001866,Gloria.Qui tollis
IT\ICCU\MSM\0001867,Gloria.Qui tollis
IT\ICCU\MSM\0001876,De Torrente
IT\ICCU\MSM\0001877,Tecum Principium
IT\ICCU\MSM\0002013,Si mori rea che fo
IT\ICCU\MSM\0002014,Tu è ver m'assolvi Augusto
IT\ICCU\MSM\0002015,"Placido è il mar, andiamo"
IT\ICCU\MSM\0002016,Non più di fiori vaghe catene
IT\ICCU\MSM\0002017,Parlar le cause in cavam giudice
IT\ICCU\MSM\0002018,Di speranza un raggio appena
IT\ICCU\MSM\0002179,Dille che l'aure io spiro
IT\ICCU\MSM\0002180,Dille che l'aure io spiro
IT\ICCU\MSM\0002181,Dille che l'aure io spiro
IT\ICCU\MSM\0002182,Dille che l'aure io spiro
IT\ICCU\MSM\0002335,Introduzione.
IT\ICCU\MSM\0002336,Sinfonia
IT\ICCU\MSM\0002337,Sinfonia
IT\ICCU\MSM\0002338,Sinfonia ...
IT\ICCU\MSM\0002339,Sinfonia ...
IT\ICCU\MSM\0002506,*Cara negl'occhi tuoi
IT\ICCU\MSM\0002507,Questa non era o cara
IT\ICCU\MSM\0002508,Al mio contento in seno
IT\ICCU\MSM\0002509,Perfido a questo eccesso
IT\ICCU\MSM\0002510,Bella pace omai discendi
IT\ICCU\MSM\0002511,recagli quell'acciaro
IT\ICCU\MSM\0000046,Cara io son fra le catene
IT\ICCU\MSM\0000047,Conservati fedele
IT\ICCU\MSM\0000048,"Parto, non ti sdegnar"
IT\ICCU\MSM\0000055,Ne'giorni tuoi felici
IT\ICCU\MSM\0000056,Quel nome se ascolto
IT\ICCU\MSM\0000057,Proverai d'un Ré lo sdegno
IT\ICCU\MSM\0000068,Questo fulmine tremendo
IT\ICCU\MSM\0000069,Chi ritrova una donna fedele
IT\ICCU\MSM\0000070,Piango è ver
IT\ICCU\MSM\0003024,Ah se mi lasci o cara
IT\ICCU\MSM\0003025,Crudel! Tiranno!
IT\ICCU\MSM\0003026,Gelida mano io sento
IT\ICCU\MSM\0003027,"Dei di Roma, in tal momento"
IT\ICCU\MSM\0003029,Tergi quei tuoi bei rai
IT\ICCU\MSM\0003030,Tergi quei tuoi bei rai
IT\ICCU\MSM\0003031,Tergi quei tuoi bei rai
IT\ICCU\MSM\0003177,Ombra placida pietosa
IT\ICCU\MSM\0003335,Sinfonia ...
IT\ICCU\MSM\0003336,Ite sul colle o Druidi
IT\ICCU\MSM\0003337,Ite sul colle o Druidi
IT\ICCU\MSM\0003338,Ite sul colle o Druidi
IT\ICCU\MSM\0003348,"Deh, con te con te li prendi"
IT\ICCU\MSM\0003349,Casta diva
IT\ICCU\MSM\0003350,Casta diva
IT\ICCU\MSM\0003351,Ite sul colle o Druidi
IT\ICCU\MSM\0003352,Casta diva
IT\ICCU\MSM\0003353,Va crudele e al Dio spietato
IT\ICCU\MSM\0003364,"A te, cara"
IT\ICCU\MSM\0003665,Andantino
IT\ICCU\MSM\0003669,Adagio.
IT\ICCU\MSM\0003670,Adagio.
IT\ICCU\MSM\0003671,Adagio.
IT\ICCU\MSM\0003673,Andante Grazioso
IT\ICCU\MSM\0003984,PER ME LA TUA BELL'ANIMA
IT\ICCU\MSM\0003985,SI L'OMBRA SUA TERRIBILE
IT\ICCU\MSM\0004137,All'armi mi chiama desio di vendetta
IT\ICCU\MSM\0004152,Sposa adorata
IT\ICCU\MSM\0004155,Qual soave e dolce incanto
IT\ICCU\MSM\0004156,Deh quel rigor calmate
IT\ICCU\MSM\0004157,Io di tutto mi contento
IT\ICCU\MSM\0001846,Introito
IT\ICCU\MSM\0001847,Introito
IT\ICCU\MSM\0001848,Introito
IT\ICCU\MSM\0001857,Introito
IT\ICCU\MSM\0001858,Introito
IT\ICCU\MSM\0001859,Introito
IT\ICCU\MSM\0001860,Introito
IT\ICCU\MSM\0001996,Dolce lusinga al cor mi scende
IT\ICCU\MSM\0001997,D'un infelice oppressa
IT\ICCU\MSM\0001998,Non era ancora sorta l'aurora
IT\ICCU\MSM\0002007,Sa che sa se sa chi sa
IT\ICCU\MSM\0002008,"Ah, voi dite erbose sponde"
IT\ICCU\MSM\0002009,Atto 2°
IT\ICCU\MSM\0002010,"Piano, piano miei Signori"
IT\ICCU\MSM\0002011,O momento fortunato!
IT\ICCU\MSM\0002012,"Cantiam, Nina, cantiamo"
IT\ICCU\MSM\0002154,*Quando vicina al lido
IT\ICCU\MSM\0002155,Pace e gioja sia con voi
IT\ICCU\MSM\0002019,Non partir amato figlio
IT\ICCU\MSM\0002021,Figlio aspetta ah giace estinto
IT\ICCU\MSM\0002022,Ah che l'estremo addio
IT\ICCU\MSM\0002164,Sinfonia
IT\ICCU\MSM\0002167,Vieni audace
IT\ICCU\MSM\0002168,"Si?, son io lo sventurato"
IT\ICCU\MSM\0002169,Marcia
IT\ICCU\MSM\0002170,Marcia
IT\ICCU\MSM\0002495,"Sol m'affanna, o mia Speranza"
IT\ICCU\MSM\0002496,Sinfonia ...
IT\ICCU\MSM\0002497,Ombra adorata aspetta
IT\ICCU\MSM\0002498,Ombra adorata aspetta
IT\ICCU\MSM\0002499,Ombra adorata aspetta
IT\ICCU\MSM\0002500,Ombra adorata aspetta
IT\ICCU\MSM\0002501,Giusto ciel del mio tormento
IT\ICCU\MSM\0002512,Ei mi guarda...me meschina!
IT\ICCU\MSM\0002513,Figurati in quel sito
IT\ICCU\MSM\0002514,"Ah, tu non sei più mio"
IT\ICCU\MSM\0000049,Di morte al fiero orrore
IT\ICCU\MSM\0000050,Fra dubbi penosi
IT\ICCU\MSM\0000051,Là dall'eterne sfere
IT\ICCU\MSM\0000053,Quel labbro adorato
IT\ICCU\MSM\0000187,Va più lieto al caro lido
IT\ICCU\MSM\0000196,Rosina amabile
IT\ICCU\MSM\0000200,Grato oblio soave
IT\ICCU\MSM\0000071,che farò chi mi consiglia
IT\ICCU\MSM\0000072,Lascia bell'idol mio
IT\ICCU\MSM\0000073,"Amor, fortuna e pace"
IT\ICCU\MSM\0000203,Ouverture ?
IT\ICCU\MSM\0000206,"S'ei t'aborre, io t'amo ancora"
IT\ICCU\MSM\0000207,Son già morto
IT\ICCU\MSM\0003162,"Son io desto, o pur, o pur deliro"
IT\ICCU\MSM\0003165,Che vi feci avverse stelle
IT\ICCU\MSM\0003341,Meco all'altar di Venere
IT\ICCU\MSM\0003342,Mira o Norma
IT\ICCU\MSM\0003643,Allegro
IT\ICCU\MSM\0003648,Sinfonia ...
IT\ICCU\MSM\0003659,Andante cantabile
IT\ICCU\MSM\0003660,Andante cantabile
IT\ICCU\MSM\0003661,Andante con moto
IT\ICCU\MSM\0003801,Fra mille amanti un core
IT\ICCU\MSM\0003802,Tu di saper procura
IT\ICCU\MSM\0003809,"Caro, da te dipende"
IT\ICCU\MSM\0003810,Non sò donde viene
IT\ICCU\MSM\0003811,Splenda d'amor la face
IT\ICCU\MSM\0003812,Se dolce fiamma in seno
IT\ICCU\MSM\0004127,Oh t'intendo
IT\ICCU\MSM\0004128,Fido a voi le mie vendette
IT\ICCU\MSM\0004138,"Il tuo destino, ingrata"
IT\ICCU\MSM\0004139,"Respiro ancor, respiro"
IT\ICCU\MSM\0004140,Pace riposo e calma
IT\ICCU\MSM\0004141,Sinfonia ...
IT\ICCU\MSM\0004143,Nata all'onor quest'alma
IT\ICCU\MSM\0004144,*Accusato qual ladro a Lione
IT\ICCU\MSM\0004145,Pria che da lui divisa
IT\ICCU\MSM\0004146,Quest'acciaro che del sangue
IT\ICCU\MSM\0004147,Quest'acciaro che del sangue
IT\ICCU\MSM\0001836,Introito
IT\ICCU\MSM\0001849,Introito
IT\ICCU\MSM\0001850,Introito
IT\ICCU\MSM\0001851,Introito
IT\ICCU\MSM\0001852,Introito
IT\ICCU\MSM\0001986,La Rachelina molinara
IT\ICCU\MSM\0001987,Don Basilio! Giusto cielo!
IT\ICCU\MSM\0001988,"Non temer, non sono amante"
IT\ICCU\MSM\0001989,Scherzino
IT\ICCU\MSM\0001999,Ne'giorni tuoi felici
IT\ICCU\MSM\0002000,Ah non tacer mia vita
IT\ICCU\MSM\0002001,"Fuora, birbaccio, che in casa mia"
IT\ICCU\MSM\0002002,La donna ch'è amante
IT\ICCU\MSM\0002003,Già che morir degg'io
IT\ICCU\MSM\0002147,"Deh, con te con te li prendi"
IT\ICCU\MSM\0002156,IL VECCHIOTTO CERCA MOGLIE
IT\ICCU\MSM\0002157,Cessa di piu? resistere
IT\ICCU\MSM\0002158,Una voce poco fà
IT\ICCU\MSM\0002159,Cruda sorte
IT\ICCU\MSM\0002160,Ballo
IT\ICCU\MSM\0002161,Una voce poco fà
