RISM_ID,ID,128b,128c
850777877,IT\ICCU\MSM\0253801,1str,fp
850777878,IT\ICCU\MSM\0253817,1str,fp
850777879,IT\ICCU\MSM\0253824,1str,fp
850777880,IT\ICCU\MSM\0253831,1str,fp
850777881,IT\ICCU\MSM\0253832,1str,fp
850777882,IT\ICCU\MSM\0253833,1str,fp
850777883,IT\ICCU\MSM\0253953,"2V,orch","S,T,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850777884,IT\ICCU\MSM\0253954,"6V,Coro(3V),orch","S,S,S,T,T,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,cor1,cor2,tr1,tr2,vl1,vl2,vla,gc,b"
850777885,IT\ICCU\MSM\0253955,"7V,Coro(3V),orch","S,S,S,T,T,B,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc,timp,b"
850777886,IT\ICCU\MSM\0253956,"6V,Coro(3V),orch","S,S,S,S,T,T,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,timp,b"
850777887,IT\ICCU\MSM\0253920,"2V,orch",""
850777888,IT\ICCU\MSM\0253729,"3V,Coro,orch","S,S,T,Coro,fl1,fl2,ob1,ob2,cl1,cl2,cl3,cl4,fag,cor1,cor2,tr1,tr2,trb,vl1,vl2,vla,cb"
850777889,IT\ICCU\MSM\0253730,"2V,orch","S,S,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,vlc,cb"
850777890,IT\ICCU\MSM\0253555,"1V,1str","V,pf"
850777891,IT\ICCU\MSM\0253556,"1V,1str","V,pf"
850777892,IT\ICCU\MSM\0253557,"1V,1str","V,pf"
850777893,IT\ICCU\MSM\0253558,"1V,1str","V,pf"
850777894,IT\ICCU\MSM\0254324,"2V,orch","S,T,2fl,ob1,ob2,cl1,cl2,cor1,cor2,vl1,vl2,vla,cb"
850777895,IT\ICCU\MSM\0254327,1str,pf
850777896,IT\ICCU\MSM\0253152,1str,pf
850777897,IT\ICCU\MSM\0253326,1str,cemb
850777898,IT\ICCU\MSM\0253347,"6V,Coro(3V),1str","S,S,S,T,B,B,Coro(V,V,B),pf"
850777899,IT\ICCU\MSM\0253543,"1V,1str","S,pf"
850777900,IT\ICCU\MSM\0254053,"7V,b","S,S,S,T,T,B,B,b"
850777901,IT\ICCU\MSM\0254054,"1V,2str","S,vl,b"
850777902,IT\ICCU\MSM\0253834,1str,fp
850777904,IT\ICCU\MSM\0253921,"2V,orch","S,T,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850777906,IT\ICCU\MSM\0253559,"1V,1str","V,pf"
850777907,IT\ICCU\MSM\0253731,"2V,orch","S,T,fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl-princ,vl1,vl2,vla,vlc,cb"
850777908,IT\ICCU\MSM\0253732,"1V,orch","B,fl1,fl2,cl1,cl2,cor1,cor2,vl1,vl2,b"
850777909,IT\ICCU\MSM\0253733,1str,keyb
850777910,IT\ICCU\MSM\0253734,1str,cemb
850777911,IT\ICCU\MSM\0253735,1str,cemb
850777912,IT\ICCU\MSM\0253908,"1V,Coro(3V),1str","S,Coro(T1,T2,B),pf"
850777913,IT\ICCU\MSM\0253560,"1V,1str","B,pf"
850777914,IT\ICCU\MSM\0253561,"2V,Coro(2V),orch","S,T,Coro(T,B),fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb1,trb2,trb3,vl1,vl2,vla,vlc,b"
850777915,IT\ICCU\MSM\0253562,"4V,1str","S,S,T,B,pf"
850777916,IT\ICCU\MSM\0253745,4archi,"vl1,vl2,vla,vlc"
850777917,IT\ICCU\MSM\0254390,orch,"fl,cl1,cl2,cor1,cor2,tr,vl1,vl2,vl3,b"
850777918,IT\ICCU\MSM\0254391,orch,"fl,cl1,cl2,cor1,cor2,tr,vl1,vl2,vl3,b"
850777919,IT\ICCU\MSM\0254424,"Coro(4V),orch","Coro(S,A,T,B),ob1,ob2,cor1,cor2,vl1,vl2,vla1,vla2,b"
850777921,IT\ICCU\MSM\0254295,"2V,1str","S,B,bc"
850777922,IT\ICCU\MSM\0252564,"4V,1str","S,A,T,B,bc"
850777923,IT\ICCU\MSM\0252565,"4V,1str","S,A,T,B,bc"
850777924,IT\ICCU\MSM\0252734,"2V,orch","S,T,ob1,ob2,cor1,cor2,vl1,vl2,vla1,vla2,b"
850777925,IT\ICCU\MSM\0254226,"1V,1str","S,cemb"
850777926,IT\ICCU\MSM\0253835,1str,vl
850777927,IT\ICCU\MSM\0253836,1str,vl
850777928,IT\ICCU\MSM\0253837,1str,fp
850777929,IT\ICCU\MSM\0253838,1str,pf
850777930,IT\ICCU\MSM\0253841,1str,fp
850777931,IT\ICCU\MSM\0253843,1str,fp
850777932,IT\ICCU\MSM\0253844,1str,fp
850777933,IT\ICCU\MSM\0253845,1str,fp
850777935,IT\ICCU\MSM\0253957,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,timp,b"
850777936,IT\ICCU\LO1\1113643,"4V,Coro(4V),orch","S,A,T,B,Coro(S,A,T,B),ob,cl,cor1,cor2,org,archi"
850777937,IT\ICCU\MSM\0253922,"2V,orch","S,T,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850777939,IT\ICCU\MSM\0253746,orch,""
850777940,IT\ICCU\MSM\0253747,"2V,orch",""
850777941,IT\ICCU\MSM\0253749,orch,"ott,fl,ob,cl1,cl2,fag,cor1,cor2,tr1,tr2,trb,bombne,vl1,vl2,vla,vlc,cb,timp,gc,tambmil"
850777942,IT\ICCU\MSM\0253750,"1V,orch","S,ob1,ob2,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc"
850777943,IT\ICCU\MSM\0253901,"3V,orch",""
850777946,IT\ICCU\MSM\0254428,"4V,Coro(4V),orch","S,A,T,B,Coro(S,A,T,B),ob1,ob2,fag,cor1,cor2,trb,vl1,vl2,vla,vlc,cb,org"
850777947,IT\ICCU\MSM\0254430,"4V,Coro(4V),orch","S,A,T,B,Coro(S,A,T,B),ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla1,vla2,b"
850777948,IT\ICCU\MSM\0253094,1str,pf
850777949,IT\ICCU\MSM\0253095,1str,pf
850777950,IT\ICCU\MSM\0253096,1str,pf
850777951,IT\ICCU\MSM\0254296,"2V,1str","T,B,b"
850777953,IT\ICCU\MSM\0253970,"4V,2Coro(4V),orch","S,S,T,B,Coro1(S,A,T,B),Coro2(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla1,vla2,vlc,b"
850777954,IT\ICCU\MSM\0253971,"8V,Coro(3V),orch","S,S,S,S,T,T,B,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,eh,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850777956,IT\ICCU\MSM\0253909,"3V,orch","S,T,B,ob1,ob2,cl1,cl2,cor1,cor2,vl1,vl2,vla,b"
850777957,IT\ICCU\MSM\0253923,"2V,orch","S,T,fl,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850777958,IT\ICCU\MSM\0253567,"2V,Coro(5V),1str","S,T,Coro(S1,S2,T1,T2,B),pf"
850777959,IT\ICCU\MSM\0253568,"1V,1str","S,pf"
850777960,IT\ICCU\MSM\0253569,"1V,1str","S,pf"
850777961,IT\ICCU\MSM\0254432,"4V,orch","S,A,T,B,fl1,fl2,cl1,cl2,fag,cor1,cor2,trb,vl1,vl2,vla,b"
850777962,IT\ICCU\MSM\0254255,"1V,1str","S,pf"
850777963,IT\ICCU\MSM\0253846,1str,pf-qt
850777964,IT\ICCU\MSM\0253847,"1V,Coro(3V),orch","1V,Coro(T1,T2,B),fl,ob1,ob2,cl1,cl2,cor1,cor2,tr1,tr2,fag,vl1,vl2,vla,b"
850777965,IT\ICCU\MSM\0253848,"1V,orch","B,fl1,fl2,ob1,ob2,cl1,cl2,cor1,cor2,tr1,tr2,vl1,vl2,vla,timp,b"
850777966,IT\ICCU\MSM\0253929,"2V,1str","S,T,keyb"
850777967,IT\ICCU\MSM\0253972,"8V,Coro(4V),orch","S,S,S,T,T,B,B,B,Coro(S,A,T,B),fl1,fl2,ob1,ob2,eh,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,timp,camp,vl1,vl2,vla,b"
850777968,IT\ICCU\MSM\0253974,"5V,orch","S,S,S,A,T,fl1,fl2,ob1,ob2,eh,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850777969,IT\ICCU\MSM\0253975,"8V,Coro(5V),orch","S,S,S,S,S,T,B,B,Coro(S1,S2,T1,T2,B),fl1,fl2,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,timp,b"
850777971,IT\ICCU\MSM\0253924,"2V,orch","S,T,ott,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850777972,IT\ICCU\MSM\0253570,"1V,1str","S,pf"
850777973,IT\ICCU\MSM\0253571,"1V,1str","S,pf"
850777974,IT\ICCU\MSM\0253751,"1V,orch","S,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850777975,IT\ICCU\MSM\0253752,1str,pf
850777976,IT\ICCU\MSM\0253753,2str,"pf,str"
850777977,IT\ICCU\MSM\0253578,"2V,1str","S,T,pf"
850777978,IT\ICCU\MSM\0253579,"1V,1str","B,pf"
850777979,IT\ICCU\MSM\0253580,"2V,1str","S,T,pf"
850777980,IT\ICCU\MSM\0253525,"1V,1str","V,fp"
850777981,IT\ICCU\MSM\0253526,"1V,1str","V,fp"
850777982,IT\ICCU\MSM\0253527,"1V,1str","V,fp"
850777983,IT\ICCU\MSM\0253528,"1V,1str","V,fp"
850777984,IT\ICCU\LO1\1113634,"6V,orch","S1,S2,T,B1,B2,B3,ott,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,trb,timp,tamb,gc,archi"
850777985,IT\ICCU\MSM\0253849,"4V,orch","S,T,B,B,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850777987,IT\ICCU\MSM\0253976,"7V,orch","S,S,S,T,T,B,B,ob1,ob2,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc,b"
850777989,IT\ICCU\MSM\0253930,"2V,orch","S,T,fl,ob1,ob2,fag,vl1,vl2,vla,b"
850777990,IT\ICCU\MSM\0253977,"7V,orch","S,S,S,A,T,T,B,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850777991,IT\ICCU\MSM\0253755,"2V,orch",""
850777992,IT\ICCU\MSM\0253910,"3V,orch","T,B,B,ob1,ob2,cl1,cl2,cor1,cor2,vl1,vl2,vla,b"
850777993,IT\ICCU\MSM\0253581,"2V,1str","S,S,pf"
850777994,IT\ICCU\MSM\0253582,"2V,1str","S1,S2,pf"
850777995,IT\ICCU\MSM\0253756,"2V,orch","S,T,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850777996,IT\ICCU\MSM\0253757,"2V,orch","S,T,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850777997,IT\ICCU\MSM\0253758,1str,keyb
850777998,IT\ICCU\MSM\0254208,1V,B
850777999,IT\ICCU\MSM\0254209,3V,"S,T,B"
850778000,IT\ICCU\MSM\0254210,"1V,1str","V,pf/arp"
850778001,IT\ICCU\MSM\0254215,"1V,1str","V,pf"
850778002,IT\ICCU\MSM\0254216,"1V,1str","V,pf"
850778003,IT\ICCU\MSM\0254217,"1V,1str","S,cemb"
850778004,IT\ICCU\MSM\0254218,"1V,1str","S,cemb"
850778005,IT\ICCU\MSM\0254219,"1V,1str","S,cemb"
850778006,IT\ICCU\MSM\0253698,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,cor1,cor2,vl1,vl2,vla,vlc"
850778007,IT\ICCU\MSM\0253699,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,cor1,cor2,vl1,vl2,vla,b"
850778008,IT\ICCU\MSM\0253700,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,cor1,cor2,vl1,vl2,vla,b"
850778009,IT\ICCU\MSM\0253701,"6V,orch","S,S,S,T,B,B,ob1,ob2,cor1,cor2,vl1,vl2,vla,vlc"
850778010,IT\ICCU\MSM\0253902,"2V,orch","S,S,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778011,IT\ICCU\MSM\0253529,"1V,1str","V,fp"
850778012,IT\ICCU\MSM\0253530,"1V,1str","S,pf"
850778014,IT\ICCU\MSM\0253850,"2V,orch","S,T,fl1,fl2,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850778015,IT\ICCU\MSM\0253851,"3V,Coro(3V),orch","S,T,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850778016,IT\ICCU\MSM\0253852,">V,orch",""
850778017,IT\ICCU\MSM\0253853,"1V,orch","B,fl,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850778020,IT\ICCU\MSM\0253978,"6V,Coro(4V),orch","S,S,T,T,B,B,Coro(S1,S2,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778021,IT\ICCU\MSM\0253979,"6V,orch","S,S,S,T,B,B,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc,cb,pt,tamb"
850778022,IT\ICCU\MSM\0253925,"2V,orch","S,T,fl,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850778023,IT\ICCU\MSM\0253759,5str,"vl,vlc,arp1,arp2,pf"
850778024,IT\ICCU\MSM\0253760,2str,"arp,pf"
850778025,IT\ICCU\MSM\0253583,"2V,1str","S,T,pf"
850778026,IT\ICCU\MSM\0253604,"1V,Coro(3V),1str","S,Coro(S1,S2,T),pf"
850778027,IT\ICCU\MSM\0254211,"1V,1str","V,pf/arp"
850778028,IT\ICCU\MSM\0253808,1str,org
850778029,IT\ICCU\MSM\0253813,"6V,Coro(4V),orch","S,S,S,T,B,B,Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,timp,b"
850778030,IT\ICCU\MSM\0253814,"6V,Coro(3V),orch","S,S,S,T,T,B,Coro(T1,T2,B),ott,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb1,trb2,vl1,vl2,vla,vlc,timp,gc,b"
850778031,IT\ICCU\MSM\0253815,">V,orch",""
850778032,IT\ICCU\MSM\0253531,"1V,1str","V,pf"
850778033,IT\ICCU\MSM\0253532,"2V,1str","S1,S2,fp"
850778034,IT\ICCU\MSM\0253533,"1V,1str","V,pf"
850778035,IT\ICCU\MSM\0253702,"7V,orch","S,S,S,T,T,B,B,ob1,ob2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778036,IT\ICCU\MSM\0253703,"1V,orch","B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850778037,IT\ICCU\MSM\0253894,">V,orch",""
850778038,IT\ICCU\MSM\0253854,"3V,orch","S,B,B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850778039,IT\ICCU\MSM\0253855,"2V,orch","S,T,fl,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,vlc,b"
850778040,IT\ICCU\MSM\0253856,"2V,Coro(2V),1str","S,B,Coro(S,B),pf"
850778041,IT\ICCU\MSM\0253931,"2V,orch","S,T,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778042,IT\ICCU\MSM\0253926,"2V,orch","S,T,fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,b"
850778043,IT\ICCU\MSM\0253605,"1V,1str","S,pf"
850778044,IT\ICCU\MSM\0253606,1str,fl
850778045,IT\ICCU\MSM\0253761,"1str,orch","pf,orch"
850778046,IT\ICCU\MSM\0253762,orch,"ott,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr,vl1,vl2,vla,b"
850778047,IT\ICCU\MSM\0253763,"7V,Coro(2V),orch","S,S,S,T,B,B,B,Coro(T,S),fl1,fl2,ob1,ob2,cl1,cl2,fag,eh,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,b,camp"
850778048,IT\ICCU\MSM\0254212,"1V,1str","V,pf"
850778049,IT\ICCU\MSM\0254213,"1V,1str","V,pf"
850778050,IT\ICCU\MSM\0254214,"1V,1str","V,pf"
850778051,IT\ICCU\MSM\0253704,"10V,orch","S,S,S,A,T,T,T,B,B,B,fl1,fl2,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,vlc,cb"
850778052,IT\ICCU\MSM\0253714,2str,"gamba,cemb"
850778053,IT\ICCU\MSM\0253816,"1V,Coro(5V),orch","S,Coro(S1,S2,T1,T2,B),fl,ob1,ob2,cl1,cl2,cor,cor2,fag,vl1,vl2,vla,vlc,cb,b"
850778054,IT\ICCU\MSM\0253857,"2V,orch","S,B,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778055,IT\ICCU\MSM\0253858,"3V,orch","S,T,B,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778056,IT\ICCU\MSM\0253860,"2V,1str","S,T,cemb/pf"
850778057,IT\ICCU\MSM\0253862,"1V,Coro(2V),orch","S,Coro(S1,S2),ob1,ob2,cl1,cl2,cor1,cor2,vl1,vl2,vla,b"
850778058,IT\ICCU\MSM\0253980,"8V,Coro(4V),orch","S,S,T,T,B,B,B,B,Coro(S1,S2,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,b"
850778059,IT\ICCU\MSM\0253981,"7V,Coro(3V),orch","S,S,T,B,B,B,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,eh1,eh2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,cb,timp,b"
850778060,IT\ICCU\MSM\0253982,"6V,Coro(4V),orch","Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,cor3,cor4,tr1,tr2,vl1,vl2,vla,timp,b"
850778061,IT\ICCU\MSM\0253932,"2V,1str","S,S,pf"
850778062,IT\ICCU\MSM\0253764,"1V,orch","S,fag1,fag2,cl1,cl2,cor1,cor2,vl1,vl2,vla,b"
850778063,IT\ICCU\MSM\0253911,"3V,orch","S,B,B,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778064,IT\ICCU\MSM\0254018,3str,"cemb,vl,vlc"
850778065,IT\ICCU\MSM\0254019,3str,"cemb,vl,vlc"
850778066,IT\ICCU\MSM\0254020,"7V,Coro(3V),orch","S,S,T,B,B,B,B,Coro(T1,T2,B),ott,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,b"
850778067,IT\ICCU\MSM\0254021,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850778069,IT\ICCU\MSM\0253941,"Coro(4V),orch","Coro(S,A,T,B),fl1,fl2,ob1,ob2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,timp,org,b"
850778071,IT\ICCU\MSM\0253916,"2V,orch","S,T,ob1,ob2,fag1,fag2,cl1,cl2,cor,tr,vl1,vl2,vla,b"
850778072,IT\ICCU\MSM\0253534,"1V,1str","V,pf"
850778073,IT\ICCU\MSM\0253535,"1V,1str","V,pf"
850778074,IT\ICCU\MSM\0253536,"1V,1str","S,pf"
850778075,IT\ICCU\MSM\0253537,"1V,1str","V,pf"
850778076,IT\ICCU\MSM\0253983,"7V,Coro(4V),orch","S,S,S,T,T,B,B,Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,timp,mand,b"
850778077,IT\ICCU\MSM\0253984,"8V,Coro(5V),orch","S,S,T,T,T,B,B,B,Coro(S1,S2,T1,T2,B),ott1,ott2,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb,vl1,vl2,vla,vlc,timp,gc,b"
850778078,IT\ICCU\MSM\0253985,"7V,orch","S,S,S,S,S,S,T,fl1,fl2,ob1,ob2,fag,eh,cor1,cor2,vl1,vl2,vla,vlc,cb"
850778079,IT\ICCU\MSM\0253989,"6V,orch","S,S,S,S,T,T,fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,timp,gc,pt,vlc,cb"
850778081,IT\ICCU\MSM\0253927,"2V,orch","S,T,fl1,fl2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc,b"
850778083,IT\ICCU\MSM\0254107,"7V,orch","S,S,S,T,B,B,B,fl,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850778084,IT\ICCU\MSM\0254108,"7V,Coro(3V),orch","S,S,S,S,T,T,B,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778085,IT\ICCU\MSM\0254109,"4V,orch","S,A,T,B,fag,vlc1,vlc2,b"
850778086,IT\ICCU\MSM\0254117,"6V,Coro(6V),orch","S,S,S,T,B,B,Coro(S1,S2,T1,T2,B1,B2),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,arp,b"
850778087,IT\ICCU\MSM\0254029,"4V,orch","S,S,T,B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,vlc"
850778088,IT\ICCU\MSM\0253942,"Coro(4V),orch","Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,cb,timp,org"
850778089,IT\ICCU\MSM\0254017,3str,"cemb,vl,vlc"
850778091,IT\ICCU\MSM\0253538,"1V,1str","V,pf"
850778092,IT\ICCU\MSM\0253715,3str,"vl,vlc,pf"
850778093,IT\ICCU\MSM\0253716,"1V,orch","B,ob1,ob2,fag,cor1,cor2,2vl1,2vl2,vla,vlc,cb,b"
850778094,IT\ICCU\MSM\0253717,"1V,orch","S,ob1,ob2,fag1,fag2,cor1,cor2,2vl1,2vl2,vla,vlc,cb"
850778095,IT\ICCU\MSM\0253904,1str,pf
850778096,IT\ICCU\MSM\0253863,"1V,Coro(3V),orch","S,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778097,IT\ICCU\MSM\0253864,"1V,orch","B,cl1,cl2,fag,cor1,cor2,vl1,vl2,vla,b"
850778098,IT\ICCU\MSM\0253868,"7V,Coro(5V),orch","S,S,S,T,B,B,B,Coro(S1,S2,S3,T1,T2,B),ob1,ob2,cor1,cor2,vl1,vl2,vla,b"
850778099,IT\ICCU\LO1\1113699,"4V,Coro(4V),orch","S,A,T,B,Coro(S,A,T,B),ob1,ob2,fag,cor1,cor2,tr1,tr2,org,archi"
850778100,IT\ICCU\MSM\0253933,">V,orch",""
850778101,IT\ICCU\MSM\0254118,"6V,orch","S,S,S,S,S,T,ob1,ob2,fag,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,b"
850778102,IT\ICCU\MSM\0254030,"4V,orch","S,S,T,B,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778103,IT\ICCU\MSM\0254037,"7V,orch","S,S,S,T,B,B,B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850778104,IT\ICCU\MSM\0254041,"1V,4str","S,vl1,vl2,vla,b"
850778105,IT\ICCU\MSM\0254119,"7V,Coro(4V),orch","S,S,S,S,T,T,B,Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,vlc,timp,b"
850778106,IT\ICCU\MSM\0254042,"2V,orch","S,B,orch"
850778107,IT\ICCU\MSM\0254043,"1V,orch","S,cl,vl1,vl2,chit,b"
850778108,IT\ICCU\MSM\0254044,"1V,orch","S,ob,eh,cor1,cor2,vl1,vl2,vla,vlc,cb"
850778109,IT\ICCU\MSM\0253718,"2V,orch","S,T,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,cb"
850778110,IT\ICCU\MSM\0253917,"2V,orch","S,T,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850778112,IT\ICCU\MSM\0253539,"1V,1str","V,pf"
850778113,IT\ICCU\MSM\0253540,"1V,1str","V,pf"
850778114,IT\ICCU\MSM\0253541,"1V,1str","V,pf"
850778115,IT\ICCU\MSM\0253542,"3V,1str","S,T,B,pf"
850778117,IT\ICCU\MSM\0253869,"6V,Coro(3V),orch","S,S,S,T,T,B,Coro(T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,vlc,timp,b"
850778118,IT\ICCU\MSM\0253870,"2V,orch",""
850778119,IT\ICCU\MSM\0253990,"7V,orch","S,S,S,S,T,T,T,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,timp,vl1,vl2,vla,vlc,b"
850778120,IT\ICCU\MSM\0253991,"6V,Coro(5V),orch","S,S,S,T,T,B,Coro(S1,S2,T1,T2,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,serp,vl1,vl1,vla,vlc,timp,b"
850778121,IT\ICCU\MSM\0253992,"7V,orch","S,S,T,B,B,B,B,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,vl1,vl2,vla,timp,b"
850778122,IT\ICCU\MSM\0253993,"7V,Coro(6V),orch","S,S,S,S,T,T,B,Coro(S1,S2,S3,T1,T2,B),ott,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb1,trb2,trb3,vl1,vl2,vla,vlc,tamb,gc,b,banda"
850778123,IT\ICCU\MSM\0254128,"6V,Coro(6V),orch",""
850778124,IT\ICCU\MSM\0254129,"1V,1str","V,keyb"
850778125,IT\ICCU\MSM\0254130,1str,pf
850778126,IT\ICCU\MSM\0254046,"1V,1str/2str",""
850778127,IT\ICCU\MSM\0254132,1str,fag
850778128,IT\ICCU\MSM\0254133,"2V,orch",""
850778129,IT\ICCU\MSM\0253358,1str,fp
850778130,IT\ICCU\MSM\0253705,">V,orch",""
850778131,IT\ICCU\MSM\0253706,"2V,2str","S,S,vl,b"
850778132,IT\ICCU\MSM\0253707,"1V,1str","B,b"
850778133,IT\ICCU\MSM\0253943,"Coro(4V),orch","Coro(S,A,T,B),fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,tr3,tr4,vl1,vl2,vla,vlc,timp,org,b"
