RISM_ID,ID,128b,128c
850600001,IT\ICCU\MUS\0053126,4V,"S,A,T,B"
850600002,IT\ICCU\MUS\0053127,4V,""
850600003,IT\ICCU\MUS\0053128,4V,"S,A,T,B"
850600004,IT\ICCU\MUS\0053129,4V,"C,C,C,A"
850600005,IT\ICCU\MUS\0053130,4V,"S,A,T,B"
850600006,IT\ICCU\MUS\0053131,4V,"S,A,T,B"
850600007,IT\ICCU\MUS\0053132,4V,""
850600008,IT\ICCU\MUS\0053133,4V,"S,A,T,B"
850600009,IT\ICCU\MUS\0053134,4V,"S,A,T,B"
850600010,IT\ICCU\MUS\0053135,3V,"S,T,B"
850600011,IT\ICCU\MUS\0053136,4V,"S,T,A,B"
850600012,IT\ICCU\MUS\0053137,3V,"S,T,B"
850600013,IT\ICCU\MUS\0053138,4V,""
850600014,IT\ICCU\MUS\0053139,3V,"S,A,B"
850600015,IT\ICCU\MUS\0053140,4V,"S,A,T,B"
850600016,IT\ICCU\MUS\0053112,4V,"S,T,A,B"
850600017,IT\ICCU\MUS\0053113,4V,""
850600018,IT\ICCU\MUS\0053114,4V,"S,T,A,B"
850600019,IT\ICCU\MUS\0053115,4V,"S,A,T,B"
850600020,IT\ICCU\MUS\0053116,4V,"S,A,T,B"
850600021,IT\ICCU\MUS\0053117,4V,"S,T,A,B"
850600022,IT\ICCU\MUS\0053118,4V,"S,T,A,B"
850600023,IT\ICCU\MUS\0053119,4V,""
850600024,IT\ICCU\MUS\0053120,4V,"S,T,A,B"
850600025,IT\ICCU\MUS\0053121,4V,"S,A,T,B"
850600026,IT\ICCU\MUS\0053122,4V,"S,A,T,B"
850600027,IT\ICCU\MUS\0053124,3V,"S,A,T"
850600028,IT\ICCU\MUS\0053125,4V,"S,A,T,B"
850600029,IT\ICCU\MUS\0053141,4V,"S,A,A,T"
850600030,IT\ICCU\MUS\0053142,4V,"S,A,T,B"
850600031,IT\ICCU\MUS\0053143,4V,"S,A,T,B"
850600032,IT\ICCU\MUS\0053144,4V,"S,A,T,B"
850600033,IT\ICCU\MUS\0053145,4V,"A,T,T,B"
850600034,IT\ICCU\MUS\0053146,4V,"A,A,T,B"
850600035,IT\ICCU\MUS\0053147,4V,"S,S,A,T"
850600036,IT\ICCU\MUS\0053148,4V,"C,C,A,T"
850600037,IT\ICCU\MUS\0053149,4V,"S,S,T,A"
850600038,IT\ICCU\MUS\0053150,4V,"S,Mzs,A,B"
850600039,IT\ICCU\MUS\0053151,4V,"S,S,A,T"
850600040,IT\ICCU\MUS\0053152,4V,"T,T,B,B"
850600041,IT\ICCU\MUS\0053153,4V,"S,A,T,B"
850600042,IT\ICCU\MUS\0053154,4V,""
850600043,IT\ICCU\MUS\0053155,4V,"A,T,T,B"
850600044,IT\ICCU\MUS\0053156,4V,"A,T,T,B"
850600045,IT\ICCU\MUS\0053157,4V,"S,A,T,B"
850600046,IT\ICCU\MUS\0053158,4V,"A,A,T,B"
850600047,IT\ICCU\MUS\0053159,4V,"A,A,T,B"
850600048,IT\ICCU\MUS\0053160,4V,"S,A,T,B"
850600049,IT\ICCU\MUS\0053161,4V,"S,A,T,B"
850600050,IT\ICCU\MUS\0053162,4V,"S,A,T,B"
850600051,IT\ICCU\MUS\0053163,4V,"S,A,T,B"
850600052,IT\ICCU\MUS\0053164,4V,"S,A,T,B"
850600053,IT\ICCU\MUS\0053165,4V,"S,A,A,T"
850600054,IT\ICCU\MUS\0053166,4V,"S,A,T,B"
850600055,IT\ICCU\MUS\0053167,4V,"S,A,T,B"
850600056,IT\ICCU\MUS\0053168,4V,"S,A,T,B"
850600057,IT\ICCU\MUS\0053169,4V,"S,A,A,T"
850600058,IT\ICCU\MUS\0053170,4V,"S,A,T,B"
850600059,IT\ICCU\MUS\0053171,4V,"A,B,T,T"
850600060,IT\ICCU\MUS\0053172,4V,"T,T,B,B"
850600061,IT\ICCU\MUS\0053173,4V,"S,A,T,B"
850600062,IT\ICCU\MUS\0053174,4V,"S,A,T,B"
850600068,IT\ICCU\MSM\0252015,1str,cemb
850600069,IT\ICCU\MSM\0251930,1str,cemb
850600070,IT\ICCU\MSM\0251928,1str,cemb
850600071,IT\ICCU\MSM\0251929,1str,cemb
850600072,IT\ICCU\MSM\0251931,1str,cemb
850600073,IT\ICCU\MSM\0251937,1str,cemb
850600074,IT\ICCU\MSM\0251938,1str,cemb
850600075,IT\ICCU\MSM\0251947,1str,cemb
850600076,IT\ICCU\MSM\0251939,1str,cemb
850600077,IT\ICCU\MSM\0251946,1str,cemb
850600078,IT\ICCU\MSM\0251957,1str,cemb
850600079,IT\ICCU\MSM\0251948,1str,cemb
850600080,IT\ICCU\MSM\0251956,1str,cemb
850600081,IT\ICCU\MSM\0251965,1str,cemb
850600082,IT\ICCU\MSM\0251958,1str,cemb
850600083,IT\ICCU\MSM\0251964,1str,cemb
850600084,IT\ICCU\MSM\0251974,1str,cemb
850600085,IT\ICCU\MSM\0251973,1str,cemb
850600086,IT\ICCU\MSM\0251982,1str,cemb
850600087,IT\ICCU\MSM\0251981,1str,cemb
850600088,IT\ICCU\MSM\0251990,1str,cemb
850600089,IT\ICCU\MSM\0251983,1str,cemb
850600090,IT\ICCU\MSM\0251989,1str,cemb
850600091,IT\ICCU\MSM\0251998,1str,cemb
850600092,IT\ICCU\MSM\0251997,1str,cemb
850600093,IT\ICCU\MSM\0252012,1str,cemb
850600094,IT\ICCU\MSM\0252004,1str,cemb
850600095,IT\ICCU\MSM\0252005,1str,cemb
850600096,IT\ICCU\MSM\0252014,1str,cemb
850600097,IT\ICCU\MSM\0252006,1str,cemb
850600098,IT\ICCU\MSM\0252022,1str,cemb
850600099,IT\ICCU\MSM\0252013,1str,cemb
850600100,IT\ICCU\MSM\0251999,1str,cemb
850600101,IT\ICCU\MSM\0252000,1str,cemb
850600102,IT\ICCU\MSM\0252001,1str,cemb
850600103,IT\ICCU\MSM\0252009,1str,cemb
850600104,IT\ICCU\MSM\0252002,1str,cemb
850600105,IT\ICCU\MSM\0252003,1str,cemb
850600106,IT\ICCU\MSM\0252007,1str,cemb
850600107,IT\ICCU\MSM\0252008,1str,cemb
850600108,IT\ICCU\MSM\0252010,1str,cemb
850600109,IT\ICCU\MSM\0252011,1str,cemb
850600110,IT\ICCU\MSM\0252016,1str,cemb
850600111,IT\ICCU\MSM\0252017,1str,cemb
850600112,IT\ICCU\MSM\0252018,1str,cemb
850600113,IT\ICCU\MSM\0252019,1str,cemb
850600114,IT\ICCU\MSM\0252020,1str,cemb
850600115,IT\ICCU\MSM\0252021,1str,cemb
850600116,IT\ICCU\MUS\0136132,1V,S
850600118,IT\ICCU\MSM\0251927,1str,cemb
850600120,IT\ICCU\MSM\0251925,1str,cemb
850600121,IT\ICCU\MSM\0251926,1str,cemb
850600122,IT\ICCU\MSM\0251932,1str,cemb
850600123,IT\ICCU\MSM\0251933,1str,cemb
850600124,IT\ICCU\MSM\0251941,1str,cemb
850600125,IT\ICCU\MSM\0251934,1str,cemb
850600126,IT\ICCU\MSM\0251935,1str,cemb
850600127,IT\ICCU\MSM\0251936,1str,cemb
850600129,IT\ICCU\MSM\0251940,1str,cemb
850600130,IT\ICCU\MSM\0251952,1str,cemb
850600131,IT\ICCU\MSM\0251942,1str,cemb
850600132,IT\ICCU\MSM\0251943,1str,cemb
850600133,IT\ICCU\MSM\0251944,1str,cemb
850600134,IT\ICCU\MSM\0251945,1str,cemb
850600135,IT\ICCU\MSM\0251949,1str,cemb
850600136,IT\ICCU\MSM\0251950,1str,cemb
850600137,IT\ICCU\MSM\0251951,1str,cemb
850600138,IT\ICCU\MSM\0251953,1str,cemb
850600139,IT\ICCU\MSM\0251954,1str,cemb
850600140,IT\ICCU\MSM\0251955,1str,cemb
850600141,IT\ICCU\MSM\0251959,1str,cemb
850600142,IT\ICCU\MSM\0251960,1str,cemb
850600143,IT\ICCU\MSM\0251961,1str,cemb
850600144,IT\ICCU\MSM\0251962,1str,cemb
850600145,IT\ICCU\MSM\0251963,1str,cemb
850600146,IT\ICCU\MSM\0251966,1str,cemb
850600147,IT\ICCU\MSM\0251967,1str,cemb
850600148,IT\ICCU\MSM\0251968,1str,cemb
850600149,IT\ICCU\MSM\0251969,1str,cemb
850600150,IT\ICCU\MSM\0251970,1str,cemb
850600151,IT\ICCU\MSM\0251971,1str,cemb
850600152,IT\ICCU\MSM\0251972,1str,cemb
850600153,IT\ICCU\MSM\0252030,1str,cemb
850600154,IT\ICCU\MSM\0251975,1str,cemb
850600155,IT\ICCU\MSM\0251976,1str,cemb
850600156,IT\ICCU\MSM\0251987,1str,cemb
850600157,IT\ICCU\MSM\0251977,1str,cemb
850600158,IT\ICCU\MSM\0251978,1str,cemb
850600159,IT\ICCU\MSM\0251979,1str,cemb
850600160,IT\ICCU\MSM\0251980,1str,cemb
850600161,IT\ICCU\MSM\0252036,1str,cemb
850600162,IT\ICCU\MSM\0252037,1str,cemb
850600163,IT\ICCU\MSM\0252038,1str,cemb
850600164,IT\ICCU\MSM\0252031,1str,cemb
850600165,IT\ICCU\MSM\0251984,1str,cemb
850600166,IT\ICCU\MSM\0251985,1str,cemb
850600167,IT\ICCU\MSM\0251986,1str,cemb
850600168,IT\ICCU\MSM\0251995,1str,cemb
850600169,IT\ICCU\MSM\0251988,1str,cemb
850600170,IT\ICCU\MSM\0252044,1str,cemb
850600171,IT\ICCU\MSM\0252023,1str,cemb
850600172,IT\ICCU\MSM\0252024,1str,cemb
850600173,IT\ICCU\MSM\0252039,1str,cemb
850600174,IT\ICCU\MSM\0251991,1str,cemb
850600175,IT\ICCU\MSM\0251992,1str,cemb
850600176,IT\ICCU\MSM\0251993,1str,cemb
850600177,IT\ICCU\MSM\0251994,1str,cemb
850600178,IT\ICCU\MSM\0251996,1str,cemb
850600179,IT\ICCU\MSM\0252032,1str,cemb
850600180,IT\ICCU\MSM\0252025,1str,cemb
850600181,IT\ICCU\MSM\0252040,1str,cemb
850600182,IT\ICCU\MSM\0252041,1str,cemb
850600183,IT\ICCU\MSM\0252027,1str,cemb
850600186,IT\ICCU\MSM\0252026,1str,cemb
850600187,IT\ICCU\MSM\0252033,1str,cemb
850600188,IT\ICCU\MSM\0252028,1str,cemb
850600197,IT\ICCU\MSM\0252034,1str,cemb
850600198,IT\ICCU\MSM\0252042,1str,cemb
850600199,IT\ICCU\MSM\0252029,1str,cemb
850600200,IT\ICCU\MSM\0252035,1str,cemb
850600201,IT\ICCU\MSM\0252043,1str,cemb
850600202,IT\ICCU\MSM\0252045,1str,cemb
850600203,IT\ICCU\MSM\0252047,1str,cemb
850600204,IT\ICCU\MSM\0252048,1str,cemb
850600205,IT\ICCU\MSM\0252049,1str,cemb
850600206,IT\ICCU\MSM\0252050,1str,cemb
850600207,IT\ICCU\MSM\0252051,1str,cemb
850600208,IT\ICCU\MSM\0252052,1str,cemb
850600209,IT\ICCU\MSM\0252053,1str,cemb
850600210,IT\ICCU\MSM\0252046,1str,cemb
850600211,IT\ICCU\MSM\0255078,"2V,orch","S,B,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla,b"
850600212,IT\ICCU\MSM\0255079,"2V,orch","S,B,fl,ob1,ob2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850600215,IT\ICCU\MSM\0252069,1str,cemb
850600216,IT\ICCU\MSM\0252077,1str,cemb
850600217,IT\ICCU\MSM\0252055,1str,cemb
850600218,IT\ICCU\MSM\0252056,1str,cemb
850600219,IT\ICCU\MSM\0252057,1str,cemb
850600220,IT\ICCU\MSM\0252058,1str,cemb
850600221,IT\ICCU\MSM\0252067,1str,cemb
850600222,IT\ICCU\MSM\0252059,1str,cemb
850600223,IT\ICCU\MSM\0252074,1str,cemb
850600224,IT\ICCU\MSM\0252066,1str,cemb
850600225,IT\ICCU\MSM\0252075,1str,cemb
850600226,IT\ICCU\MSM\0252068,1str,cemb
850600227,IT\ICCU\MSM\0252083,1str,cemb
850600228,IT\ICCU\MSM\0252060,1str,cemb
850600229,IT\ICCU\MSM\0252084,1str,cemb
850600230,IT\ICCU\MSM\0252076,1str,cemb
850600231,IT\ICCU\MSM\0252061,1str,cemb
850600232,IT\ICCU\MSM\0252062,1str,cemb
850600233,IT\ICCU\MSM\0252070,1str,cemb
850600234,IT\ICCU\MSM\0252072,1str,cemb
850600235,IT\ICCU\MSM\0252073,1str,cemb
850600236,IT\ICCU\MSM\0252078,1str,cemb
850600237,IT\ICCU\MSM\0252079,1str,cemb
850600238,IT\ICCU\MSM\0252080,1str,cemb
850600239,IT\ICCU\MSM\0252081,1str,cemb
850600240,IT\ICCU\MSM\0252082,1str,cemb
850600241,IT\ICCU\MSM\0252085,1str,cemb
850600242,IT\ICCU\MSM\0252094,1str,cemb
850600243,IT\ICCU\MSM\0252095,1str,cemb
850600244,IT\ICCU\MSM\0252063,1str,cemb
850600245,IT\ICCU\MSM\0252071,1str,cemb
850600246,IT\ICCU\MSM\0252064,1str,cemb
850600247,IT\ICCU\MSM\0252065,1str,cemb
850600248,IT\ICCU\MSM\0252054,1str,cemb
850600249,IT\ICCU\MSM\0255080,"1V,orch","B,fl1,fl2,fag1,fag2,cor1,cor2,vl1,vl2,vla,b"
850600250,IT\ICCU\MSM\0252112,1str,cemb
850600251,IT\ICCU\MSM\0252125,1str,cemb
850600252,IT\ICCU\MSM\0252126,1str,cemb
850600253,IT\ICCU\MSM\0252124,1str,cemb
850600254,IT\ICCU\MSM\0252132,1str,cemb
850600255,IT\ICCU\MSM\0252127,1str,cemb
850600256,IT\ICCU\MSM\0252128,1str,cemb
850600257,IT\ICCU\MSM\0252133,1str,cemb
850600258,IT\ICCU\MSM\0252136,1str,cemb
850600259,IT\ICCU\MSM\0252134,1str,cemb
850600260,IT\ICCU\MSM\0252111,1str,cemb
850600261,IT\ICCU\MSM\0252096,1str,cemb
850600262,IT\ICCU\MSM\0252097,1str,cemb
850600263,IT\ICCU\MSM\0252110,1str,cemb
850600264,IT\ICCU\MSM\0252109,1str,cemb
850600265,IT\ICCU\MSM\0252129,1str,cemb
850600266,IT\ICCU\MSM\0252130,1str,cemb
850600267,IT\ICCU\MSM\0252131,1str,cemb
850600268,IT\ICCU\MSM\0252108,1str,cemb
850600269,IT\ICCU\MSM\0252123,1str,cemb
850600270,IT\ICCU\MSM\0252135,1str,cemb
850600271,IT\ICCU\MSM\0252116,1str,cemb
850600272,IT\ICCU\MSM\0252115,1str,cemb
850600273,IT\ICCU\MSM\0252104,1str,cemb
850600274,IT\ICCU\MSM\0252113,1str,cemb
850600275,IT\ICCU\MSM\0252098,1str,cemb
850600276,IT\ICCU\MUS\0218385,"1V,1str","V,pf"
850600277,IT\ICCU\MSM\0252105,1str,cemb
850600278,IT\ICCU\MSM\0252106,1str,cemb
850600279,IT\ICCU\MSM\0252107,1str,cemb
850600280,IT\ICCU\MSM\0252121,1str,cemb
850600281,IT\ICCU\MSM\0252122,1str,cemb
850600282,IT\ICCU\MUS\0218381,4V,""
850600283,IT\ICCU\MUS\0219973,1str,pf
850600284,IT\ICCU\MSM\0252114,1str,cemb
850600285,IT\ICCU\MUS\0219933,1str,pf
850600286,IT\ICCU\MSM\0252117,1str,cemb
850600287,IT\ICCU\MSM\0252118,1str,cemb
850600288,IT\ICCU\MSM\0252119,1str,cemb
850600289,IT\ICCU\MSM\0252120,1str,cemb
850600290,IT\ICCU\MUS\0219896,"ottoni,perc","ottoni,perc"
850600291,IT\ICCU\MUS\0215988,"1V,1str","V,pf"
850600292,IT\ICCU\MUS\0218687,4V,""
850600293,IT\ICCU\MUS\0218676,3V,"S,A,T,B"
850600298,IT\ICCU\MUS\0253963,"V,2str","V,pf,vlc"
850600300,IT\ICCU\MUS\0270520,1str,pf
850600413,IT\ICCU\MSM\0000836,3V,"T,T,B"
850600576,IT\ICCU\MSM\0001214,"vl1,vl2,vla,vlc,cb",5archi
850600640,IT\ICCU\MSM\0001169,"2V,1str","T,B,b"
850600641,IT\ICCU\MSM\0001170,"2V,1str","T,B,b"
850600665,IT\ICCU\MSM\0001189,"vl1,vl2,vla,vlc,cb",5archi
850600759,IT\ICCU\MSM\0001323,"vl1,vl2,vla,vlc,cb",5archi
850600765,IT\ICCU\MSM\0001196,"vl1,vl2,vla,vlc,cb",5archi
850600805,IT\ICCU\MSM\0001397,"4V,1str","S,A,T,B,b"
850601138,IT\ICCU\MSM\0000120,1str,pf
850601192,IT\ICCU\MSM\0000099,"","S,Coro(T,B),pf"
850601206,IT\ICCU\MSM\0000117,"","S,S,pf"
850601212,IT\ICCU\MSM\0000123,"","S,S,pf"
850601213,IT\ICCU\MSM\0000124,"","S,B,pf"
850601224,IT\ICCU\MSM\0000132,orch-picc,"fl,cl,vl,vla"
850601235,IT\ICCU\MSM\0000146,"1V,orch","S,ob1,ob2,cor-picc1,cor-picc2,cor1,cor2,fag1,fag2,vl1,vl2,vla,b"
850601236,IT\ICCU\MSM\0000147,"3V,2archi","2S,T,vl,b"
850601244,IT\ICCU\MSM\0000156,orch-picc,"fl,cl,cor,vl,vla,vlc,cb"
850601248,IT\ICCU\MSM\0000024,orch-picc,"fl,cl,cor,vl,vla,vlc,cb"
850601289,IT\ICCU\MSM\0000232,"",pf
850601335,IT\ICCU\MSM\0000273,"S,S,T,T,B,B,B,Coro(S,T,B),pf","7V,Coro(3V),pf"
850601336,IT\ICCU\MSM\0000274,"1V,orch",""
850601340,IT\ICCU\MSM\0000142,"1V,orch","S,ob1,ob2,cor1,cor2,vl1,vl2,vla1,vla2,b"
850601353,IT\ICCU\MSM\0000292,"","S,S,T,b"
850601389,IT\ICCU\MSM\0000332,"","S,bc"
850601399,IT\ICCU\MSM\0000364,"","S,pf"
850601400,IT\ICCU\MSM\0000365,"","S,pf"
850601405,IT\ICCU\MSM\0000370,"","vl/vlc,pf"
850601415,IT\ICCU\MSM\0000376,"","vl/vlc,pf"
850601531,IT\ICCU\MSM\0000314,"","vl/vlc,pf"
850601729,IT\ICCU\MSM\0002835,"S,S,pf","2V,1str"
850601733,IT\ICCU\MSM\0002839,"S,S,vl1,vl2,vla,b","2V,4archi"
850601739,IT\ICCU\MSM\0000192,"1str,orch-picc","fl-solo,fl,cl,cor,vl,vla,vlc,cb"
850601743,IT\ICCU\MSM\0000336,"","vl/vlc,pf"
850601751,IT\ICCU\MSM\0000350,"Coro(S,S,T,B),pf","Coro(4V),pf"
850601756,IT\ICCU\MSM\0000211,"",pf
850601784,IT\ICCU\MSM\0003652,"cor1,cor2,org",3str
850601799,IT\ICCU\MSM\0003959,fis,1str
850601800,IT\ICCU\MSM\0003960,fis,1str
850601801,IT\ICCU\MSM\0003961,fis,1str
850601802,IT\ICCU\MSM\0003962,fis,1str
850601803,IT\ICCU\MSM\0003963,fis,1str
850601804,IT\ICCU\MSM\0003964,fis,1str
850601805,IT\ICCU\MSM\0003965,fis,1str
850601807,IT\ICCU\MSM\0003967,fis,1str
850601810,IT\ICCU\MSM\0004130,"S,pf","1V,1str"
850601811,IT\ICCU\MSM\0004131,"S,pf/arp","1V,1str"
850601814,IT\ICCU\MSM\0004134,"S,pf","1V,1str"
850601815,IT\ICCU\MSM\0004135,"S,T,pf","2V,1str"
850601827,IT\ICCU\MSM\0001977,"1V,coro(4V),orch","S,coro(S,A,T,B),fl,ob1,ob2,cor1,cor2,arp,vl1,vl2,vla,b"
850601836,IT\ICCU\MSM\0002136,"S,B,pf","2V,1str"
850601837,IT\ICCU\MSM\0002137,fis,1str
850601838,IT\ICCU\MSM\0002138,fis,1str
850601839,IT\ICCU\MSM\0002139,"S,S,S,T,T,B,Coro(S1,S2,T1,T2,B),pf","6V,Coro(5V),1str"
850601842,IT\ICCU\MSM\0002150,fis,1str
850601845,IT\ICCU\MSM\0002153,"S,pf","1V,1str"
850601857,IT\ICCU\MSM\0002478,org,1str
850601912,IT\ICCU\MSM\0000361,"","vl/vlc,pf"
850601932,IT\ICCU\MSM\0003622,"fl,vl1,vl2,vla,vlc",5str
850601933,IT\ICCU\MSM\0003623,"fl,vl1,vl2,vla,vlc",5str
850601934,IT\ICCU\MSM\0003624,"fl,vl1,vl2,vla,vlc",5str
850601935,IT\ICCU\MSM\0003625,"fl,vl1,vl2,vla,vlc",5str
850601964,IT\ICCU\MSM\0003957,fis,1str
850601965,IT\ICCU\MSM\0003958,fis,1str
850601966,IT\ICCU\MSM\0004107,"fl,cl1,cl2,cl3,fag1,fag2,cor1,cor2,tr1,tr2,trb,b,gc",banda
850601978,IT\ICCU\MSM\0004125,"fl,cl,fag,vl1,vl2,vla,b",7str
850601991,IT\ICCU\MSM\0001980,"2V,orch","2S,ob1,ob2,fag,cor1,cor2,vl1,vl2,vla1,vla2,b"
850601992,IT\ICCU\MSM\0001981,"1V,orch","T,fl,vl1,vl2,vla,b"
850601998,IT\ICCU\MSM\0002126,"B,B,Coro(S1,S2),pf","2V,Coro(2V),1str"
850602010,IT\ICCU\MSM\0002303,"fl,vl1,vl2,vla,vlc",5str
850602025,IT\ICCU\MSM\0002479,org,1str
850602037,IT\ICCU\MSM\0002815,"tr1,tr2,pf",3str
850602039,IT\ICCU\MSM\0002817,"pf,vl",2str
850602040,IT\ICCU\MSM\0002818,"pf,vl",2str
850602041,IT\ICCU\MSM\0002819,"pf,vl",2str
850602096,IT\ICCU\MSM\0003626,"fl,vl1,vl2,vla,vlc",5str
850602097,IT\ICCU\MSM\0003627,"fl,vl1,vl2,vla,vlc",5str
850602098,IT\ICCU\MSM\0003628,"fl,vl1,vl2,vla,vlc",5str
850602099,IT\ICCU\MSM\0003629,"fl,vl1,vl2,vla,vlc",5str
850602100,IT\ICCU\MSM\0003630,"fl,vl1,vl2,vla,vlc",5str
850602120,IT\ICCU\MSM\0004096,pf,1str
850602121,IT\ICCU\MSM\0004097,pf,1str
850602124,IT\ICCU\MSM\0004100,pf,1str
850602135,IT\ICCU\MSM\0004114,"chit1,chit2",2str
850602151,IT\ICCU\MSM\0001970,"1V,orch","T,ob1,ob2,cor1,cor2,vl1,vl2,vla,b"
850602172,IT\ICCU\MSM\0002456,pf,1str
850602173,IT\ICCU\MSM\0002457,pf,1str
850602174,IT\ICCU\MSM\0002458,cemb,1str
850602175,IT\ICCU\MSM\0002459,cemb,1str
850602176,IT\ICCU\MSM\0002460,cemb,1str
850602261,IT\ICCU\MSM\0003919,"ott,fl1,fl2,cl-picc,cl1,cl2,cor1,cor2,tr1,tr2,tr3,tr4,fag1,fag2,trb,trb-b,serp,o",banda
850602263,IT\ICCU\MSM\0003921,"V,pf","1V,1str"
850602271,IT\ICCU\MSM\0004091,pf,1str
850602274,IT\ICCU\MSM\0004094,pf,1str
850602300,IT\ICCU\MSM\0002116,"S1,S2,A1,A2,T,B,tr1,tr2,tr3,tr4,trb1,trb2,trb3,trb4,timp,harm1,harm2,vlc,cb","6V,orch"
850602307,IT\ICCU\MSM\0002123,fis,1str
850602308,IT\ICCU\MSM\0002124,"ott,fl,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb",orchfi
850602322,IT\ICCU\MSM\0002464,cemb,1str
850602323,IT\ICCU\MSM\0002465,cemb,1str
850602344,IT\ICCU\MSM\0002799,pf,1str
850602364,IT\ICCU\MSM\0003271,cemb,1str
850602365,IT\ICCU\MSM\0003272,cemb,1str
850602366,IT\ICCU\MSM\0003281,pf,1str
850602368,IT\ICCU\MSM\0003283,pf,1str
850602431,IT\ICCU\MSM\0004082,"pf,vl,vlc",3str
850602432,IT\ICCU\MSM\0004083,"pf,vl,vlc",3str
850602433,IT\ICCU\MSM\0004095,pf,1str
850602473,IT\ICCU\MSM\0002278,"cor1,cor2,org",3str
850602509,IT\ICCU\MSM\0002955,pf,1str
850602510,IT\ICCU\MSM\0002956,pf,1str
850602511,IT\ICCU\MSM\0002957,pf,1str
850602520,IT\ICCU\MSM\0003273,cemb,1str
850602521,IT\ICCU\MSM\0003274,cemb,1str
850602522,IT\ICCU\MSM\0003275,cemb,1str
850602523,IT\ICCU\MSM\0003276,pf-qt,1str
850602524,IT\ICCU\MSM\0003277,"cemb,vl",2str
850602556,IT\ICCU\MSM\0001096,"vl1,vl2,vla,vlc,cb",5archi
850602577,IT\ICCU\MSM\0004084,"pf,vl,vlc",3str
850602578,IT\ICCU\MSM\0004085,"pf,vl,vlc",3str
850602579,IT\ICCU\MSM\0004086,"pf,vl,vlc",3str
850602615,IT\ICCU\MSM\0002257,2 str,"vl,keyb/pf"
850602643,IT\ICCU\MSM\0002612,"","vl,pf"
850602648,IT\ICCU\MSM\0002776,cemb/fp,1str
850602649,IT\ICCU\MSM\0002777,pf,1str
850602650,IT\ICCU\MSM\0002778,"S,S,T,B,B,Coro(S,A,T,B),cemb","5V,Coro(4V),1str"
850602651,IT\ICCU\MSM\0002779,"S,T,B,Coro(S,A,T,B),fl,vl-princ,vl1,vl2,vla1,vla2,vlc,b","3V,Coro(4V),8str"
850602652,IT\ICCU\MSM\0002940,"cl1,cl2,cor1,cor2,tr,b",orchfi
850602655,IT\ICCU\MSM\0002943,pf-qt,1str
850602657,IT\ICCU\MSM\0002945,"fl,cl-picc,cl-s1,cl-s2,cl-s3,cl-a,cl-b,sax-a,sax-br,cor1,cor2,cor3,cnta1,cnta2,t",banda
850602660,IT\ICCU\MSM\0002948,"fl,cl-picc,cl-s1,cl-s2,cl-s3,cl-a,cl-b,sax-s,sax-a,sax-t,sar,cor1,cor2,cnta1,cnt",banda
850602661,IT\ICCU\MSM\0002949,"T1,T2,B,fl1,fl2,ob1,ob2,cl1,cl2,fag1,fag2,cor1,cor2,tr1,tr2,trb1,trb2,trb3,of,ti","3V,orch"
850602683,IT\ICCU\MSM\0003440,pf,1str
850602700,IT\ICCU\MSM\0003599,fis,1str
850602701,IT\ICCU\MSM\0003600,"vl,pf",2str
850602714,IT\ICCU\MSM\0001377,"vl1,vl2,vla,vlc,cb",5archi
850602734,IT\ICCU\MSM\0004239,pf,1str
850602737,IT\ICCU\MSM\0004242,"S,S,B,Coro(T1,T2,B),pf","3V,Coro(3V),1str"
850602738,IT\ICCU\MSM\0004243,"S,Coro(S1,S2,S3,T1,T2,B),pf","1V,Coro(6V),1str"
850602751,IT\ICCU\MSM\0002076,"S1,S2,pf","2V,1str"
850602752,IT\ICCU\MSM\0002077,"S1,S2,B,pf","3V,1str"
850602767,IT\ICCU\MSM\0002247,2str,"fl,b"
850602787,IT\ICCU\MSM\0002427,"","T,org"
850602789,IT\ICCU\MSM\0002429,fis,1str
850602790,IT\ICCU\MSM\0002430,"B,B,B,pf","3V,1str"
850602800,IT\ICCU\MSM\0002602,"arp,vl",2str
850602803,IT\ICCU\MSM\0002605,"","vl,pf"
850602805,IT\ICCU\MSM\0002780,"S,T,B,Coro(S1,S2,A1,A2,T1,T2,B1,B2),pf","3V,Coro(6V),1str"
850602835,IT\ICCU\MSM\0003268,"cemb,vl",2str
850602883,IT\ICCU\MSM\0004244,"fl1,fl2,fl3,cl-picc,cl-obbl1,cl-obbl2,cl1,cl2,cl3,fag,cor1,cor2,tr1,tr2,tr3,tr4,",banda
850602884,IT\ICCU\MSM\0004245,"ott,fl1,fl2,cl-picc,cl-obbl1,cl-obbl2,cl1,cl2,cl3,fag1,fag2,cor1,cor2,tr1,tr2,tr",banda
850602912,IT\ICCU\MSM\0002403,"S,Coro(T,B),chit","1V,Coro(2V),1str"
850602913,IT\ICCU\MSM\0002404,"S,Coro(T,B),chit","1V,Coro(2V),1str"
850602916,IT\ICCU\MSM\0002407,"S,chit","1V,1str"
850602928,IT\ICCU\MSM\0002579,"T,B,pf","2V,1str"
850602938,IT\ICCU\MSM\0002758,cemb,1str
850602940,IT\ICCU\MSM\0002760,cemb,1str
850602941,IT\ICCU\MSM\0002761,cemb,1str
850602942,IT\ICCU\MSM\0002762,cemb,1str
