9958492978403338,4
9958301572303338,4
9958493080503338,2
9958125954203338,4
9958241330203338,2
9958241339903338,4
9958301575803338,2
9958241379203338,4
9958109270303338,4
9957959521803338,4
9958241364303338,4
9957804959003338,4
9957959577903338,4
9957893365503338,4
9957959564503338,4
9957959537003338,4
9957959524403338,4
9958109266203338,4
9957959580103338,4
9958125928503338,4
9958109267003338,4
9958047859503338,4
9958241364903338,4
9958125888103338,4
9958109266703338,4
9958109265103338,4
9958241329403338,2
9957893365003338,4
9957959520003338,4
9957893364503338,2
9958047844003338,4
9958047859703338,4
9958125889303338,4
9958109265603338,4
9957804933103338,4
9958109274503338,4
9958301571703338,4
9958301573803338,4
9958241379903338,4
9958047860003338,4
9957893356003338,4
9958125942103338,4
9957940850603338,4
9958301574403338,4
9957959536403338,4
9958241334603338,4
9958125975103338,4
9958125942603338,4
9957804974303338,4
9957868680003338,4
9957959573503338,4
9957959575403338,4
9958047860203338,4
9958047862303338,4
9958018061303338,4
990052322550603338,4
990052325680603338,4
990052332030603338,4
990052325780603338,4
9958241332103338,2
990052331700603338,4
990052332740603338,4
990052325450603338,4
990052322640603338,4
990052325760603338,4
990052325980603338,4
990052325770603338,4
990052322540603338,4
990052325700603338,4
990052332050603338,4
990052329550603338,4
990052328620603338,4
990052322580603338,4
990052331740603338,4
990052327040603338,4
990052325790603338,4
990052322560603338,4
990052325690603338,4
990052322360603338,4
9958109269303338,2
990052322570603338,4
9957959562803338,2
990052322600603338,4
990052330200603338,4
990052325720603338,4
990052326040603338,4
9957804978603338,2
990052328520603338,3
990052326020603338,3
990052322590603338,3
990052326030603338,3
990052329600603338,3
990052331890603338,3
990052322630603338,3
990052327110603338,3
990052327630603338,3
990052328670603338,3
990052332730603338,3
990052322530603338,3
990052328460603338,3
990052326780603338,3
990052329590603338,3
9958018059903338,2
990052330210603338,3
990052331680603338,3
990052332720603338,3
990052330220603338,3
990052322310603338,3
990052383650603338,3
990052383670603338,3
990052383560603338,3
990052398180603338,3
990052403800603338,3
